 model_time, LAI_sub_sim_0116, LAI_sub_obs_0116, LAI_sub_sim_0178, LAI_sub_obs_0178,
    2296,      0.35,            ,      0.35,            ,
    2297,      0.35,            ,      0.36,            ,
    2298,      0.37,            ,      0.37,            ,
    2299,      0.39,            ,      0.39,            ,
    2300,      0.43,            ,      0.43,            ,
    2301,      0.49,            ,      0.49,            ,
    2302,      0.54,            ,      0.54,            ,
    2303,      0.60,            ,      0.60,            ,
    2304,      0.63,            ,      0.63,            ,
    2305,      0.67,      0.97,      0.67,      1.07,
    2306,      0.71,            ,      0.71,            ,
    2307,      0.73,            ,      0.73,            ,
    2308,      0.79,            ,      0.79,            ,
    2309,      0.82,            ,      0.82,            ,
    2310,      0.82,            ,      0.82,            ,
    2311,      0.85,            ,      0.85,            ,
    2312,      0.85,      1.33,      0.85,      1.42,
    2313,      0.85,            ,      0.85,            ,
    2314,      0.85,            ,      0.85,            ,
    2315,      0.86,            ,      0.86,            ,
    2316,      0.95,            ,      0.95,            ,
    2317,      1.04,            ,      1.04,            ,
    2318,      1.14,            ,      1.14,            ,
    2319,      1.24,            ,      1.24,            ,
    2320,      1.31,            ,      1.31,            ,
    2321,      1.41,      2.50,      1.41,      2.56,
    2322,      1.54,            ,      1.54,            ,
    2323,      1.65,            ,      1.65,            ,
    2324,      1.68,            ,      1.68,            ,
    2325,      1.83,            ,      1.83,            ,
    2326,      1.94,            ,      1.94,            ,
    2327,      2.03,            ,      2.03,            ,
    2328,      2.10,            ,      2.10,            ,
    2329,      2.14,            ,      2.14,            ,
    2330,      2.15,            ,      2.15,            ,
    2331,      2.19,            ,      2.19,            ,
    2332,      2.24,            ,      2.24,            ,
    2333,      2.30,            ,      2.30,            ,
    2334,      2.36,            ,      2.36,            ,
    2335,      2.43,            ,      2.43,            ,
    2336,      2.53,            ,      2.53,            ,
    2337,      2.74,            ,      2.74,            ,
    2338,      2.78,            ,      2.78,            ,
    2339,      2.82,            ,      2.82,            ,
    2340,      3.00,            ,      3.00,            ,
    2341,      3.12,            ,      3.12,            ,
    2342,      3.26,            ,      3.26,            ,
    2343,      3.32,            ,      3.32,            ,
    2344,      3.40,            ,      3.40,            ,
    2345,      3.45,            ,      3.45,            ,
    2346,      3.50,            ,      3.50,            ,
    2347,      3.56,            ,      3.56,            ,
    2348,      3.62,            ,      3.62,            ,
    2349,      3.64,            ,      3.64,            ,
    2350,      3.66,            ,      3.66,            ,
    2351,      3.69,            ,      3.69,            ,
    2352,      3.71,            ,      3.71,            ,
    2353,      3.76,            ,      3.76,            ,
    2354,      3.76,            ,      3.76,            ,
    2355,      3.76,            ,      3.76,            ,
    2356,      3.79,            ,      3.79,            ,
    2357,      3.82,            ,      3.82,            ,
    2358,      3.85,            ,      3.85,            ,
    2359,      3.87,            ,      3.88,            ,
    2360,      3.90,            ,      3.90,            ,
    2361,      3.91,            ,      3.91,            ,
    2362,      3.93,            ,      3.93,            ,
    2363,      3.94,            ,      3.94,            ,
    2364,      3.96,            ,      3.96,            ,
    2365,      3.97,            ,      3.97,            ,
    2366,      3.98,            ,      3.98,            ,
    2367,      3.99,            ,      3.99,            ,
    2368,      4.00,            ,      4.00,            ,
    2369,      4.01,            ,      4.01,            ,
    2370,      4.02,            ,      4.02,            ,
    2371,      4.03,            ,      4.04,            ,
    2372,      4.04,            ,      4.04,            ,
    2373,      4.05,            ,      4.05,            ,
    2374,      4.06,            ,      4.06,            ,
    2375,      4.07,            ,      4.07,            ,
    2376,      4.07,            ,      4.07,            ,
    2377,      4.07,            ,      4.07,            ,
    2378,      4.08,            ,      4.08,            ,
    2379,      4.09,            ,      4.09,            ,
    2380,      4.09,            ,      4.09,            ,
    2381,      4.09,            ,      4.10,            ,
    2382,      4.10,            ,      4.10,            ,
    2383,      4.10,            ,      4.11,            ,
    2384,      4.11,            ,      4.11,            ,
    2385,      4.11,            ,      4.12,            ,
    2386,      4.12,            ,      4.12,            ,
    2387,      4.11,            ,      4.12,            ,
    2388,      4.12,            ,      4.12,            ,
    2389,      4.13,            ,      4.13,            ,
    2390,      4.13,            ,      4.13,            ,
    2391,      4.13,            ,      4.14,            ,
    2392,      4.14,            ,      4.14,            ,
    2393,      4.13,            ,      4.14,            ,
    2394,      4.14,            ,      4.14,            ,
    2395,      4.14,            ,      4.15,            ,
    2396,      4.15,            ,      4.15,            ,
    2397,      4.15,            ,      4.15,            ,
    2398,      4.15,            ,      4.15,            ,
    2399,      4.15,            ,      4.16,            ,
    2400,      4.16,            ,      4.16,            ,
    2401,      4.16,            ,      4.16,            ,
    2402,      4.16,            ,      4.16,            ,
    2403,      4.16,            ,      4.16,            ,
    2404,      4.16,            ,      4.16,            ,
    2405,      4.16,            ,      4.17,            ,
    2406,      4.16,            ,      4.17,            ,
    2407,      4.16,            ,      4.17,            ,
    2408,      4.17,      4.54,      4.17,      4.72,
    2409,      4.17,            ,      4.17,            ,
    2410,      4.17,            ,      4.17,            ,
